 22025
1989aste.conf	C	Asteroids II
1989atop.book	C	Atmospheric Optics
1989ats..conf	C	Active Telescope Systems
1989bbag.conf	C	Big Bang, Active Galactic Nuclei and Supernovae
1989bcag.conf	C	Bimolecular Collisions: Advances in Gas-Phase Photochemistry and Kinetics
1989bgad.conf	C	Beitr&auml;ge zur Geschichte der Astronomie in Deutschland
1989btqt.conf	C	Bell's Theorem, Quantum Theory and Conceptions of the Universe
1989ceas.proc	C	Catastrophes and Evolution: Astronomical Foundations
1989ceme.symp	C	Twenty-Second Symposium on Celestial Mechanics
1989cep..conf	C	Cosmology and Elementary Particles
1989cfd..conf	C	9th AIAA Computational Fluid Dynamics Conference
1989cfd..symp	C	ISCFD Nagoya 1989 - 3rd International Symposium on Computational Fluid Dynamics
1989cfin.rept	C	Canada, The Future is Now
1989cgl..conf	C	Cosmology and Gravitational Lensing
1989cgrc.conf	C	Cosmic Gamma Rays and Cosmic Neutrinos
1989clga.conf	C	Clusters of Galaxies
1989clno.conf	C	Classical Novae
1989cmar.conf	C	The Case for Mars III: Strategies for Exploration - Technical
1989cmpm.book	C	Contemporary Mathematical Problems of Mechanics and their Applications
1989cmse.book	C	The Case for Mars III: Strategies for Exploration - General Interest and Overview
1989coae.conf	C	7th AIAA Computers in Aerospace Conference
1989cp...book	C	Cosmic Perspectives
1989crmc.nasa	C	Constitutive Relationships and Models in Continuum Theories of Multiphase Flows
1989crs..conf	C	Cosmic Ray Symposium
1989cxxu.rept	C	Observations of Cygnus X-2 at X Ray, UV, Optical and Radio Frequencies
1989daa..conf	C	Data Analysis in Astronomy
1989dad..conf	C	Dynamics of Astrophysical Discs
1989ddcm.proc	C	Domain Decomposition Methods
1989ddse.work	C	Dynamics of Dense Stellar Systems
1989dli..conf	C	NATO ASIC Proc. 274: Diffraction-Limited Imaging with Very Large Telescopes
1989dmsu.conf	C	Dark Matter and the Structure of the Universe
1989dots.work	C	Developments in Observations and Theory for Solar Cycle 22
1989drte.conf	C	Dissociative Recombination: Theory, Experiment and Applications
1989duma.conf	C	Dust on Mars
1989dycs.book	C	Dynamics of Control Systems
1989eag..work	C	Extranuclear Activity in Galaxies
1989eamd.work	C	Early Tectonic and Volcanic Evolution of Mars
1989ecpc.conf	C	Electromagnetic Coupling in the Polar Clefts and Caps
1989eeda.conf	C	ESO/ST-ECF Data Analysis Workshop
1989eeo..conf	C	Exobiology in Earth Orbit
1989egao.conf	C	Evolution of Galaxies Astronomical Observations
1989egf..conf	C	NATO ASIC Proc. 264: The Epoch of Galaxy Formation
1989ehgr.conf	C	Einstein and the History of General Relativity
1989eidr.proc	C	Evolution of Interstellar Dust and Related Topics
1989eiut.conf	C	'89 Electroweak Interactions and Unified Theories
1989elco.symp	C	IEEE 1989 National Symposium on Electromagnetic Compatibility
1989emc..conf	C	EMC '89 - International Symposium on Electromagnetic Compatibility
1989epag.conf	C	Ecole de Printemps d'Astrophysique de Goutelas: Traitement de l'information
1989epg..conf	C	Evolutionary Phenomena in Galaxies
1989epos.conf	C	Energetic Phenomena on the Sun
1989epps.book	C	Electromagnetic and Plasma Processes from the Sun to the earth's Core
1989eprg.proc	C	IAU Colloq. 106: Evolution of Peculiar Red Giant Stars
1989erag.conf	C	Earth Rotation, Astrometry, and Geodesy
1989ESASP.285	C	Reconnection in Space Plasma
1989ESASP.290	C	Infrared Spectroscopy in Astronomy
1989ESASP.291	C	European Rocket & Balloon Programmes and Related Research
1989ESASP.294	C	European Space Power Conference
1989ESASP.296	C	Two Topics in X-Ray Astronomy, Volume 1: X Ray Binaries.  Volume 2: AGN and the X Ray Background
1989ESASP.297	C	Second European In-Orbit Operations Technology Symposium
1989ESASP.300	C	Crew Safety and Rescue in Space
1989ESASP.302	C	Physics and Mechanics of Cometary Materials
1989ESASP1122	C	Promotion of European Space Technology Transfer
1989esgp.nasa	C	Earth Science Geostationary Platform Technology
1989ESOC...31	C	ESO/ST-ECF Data Analysis Workshop
1989etve.conf	C	MEVTV Workshop on Early Tectonic and Volcanic Evolution of Mars
1989exmm.nasa	C	Exobiology and Future Mars Missions
1989fafm.book	C	Finite Approximations in Fluid Mechanics II: DFG Priority Research Programme Results 1986-1988
1989fapi.conf	C	40th Anniversary of the Principle of Invariance Introduction to the Radiation Transfer Theory
1989fbbc.conf	C	Foundations of Big Bang Cosmology
1989fdpd.conf	C	AIAA, Fluid Dynamics, 20th Plasma Dynamics and Lasers Conference
1989fdtm.conf	C	From Data to Model
1989feaf.proc	C	Finite Element Analysis in Fluids
1989fefm.book	C	Frontiers in Experimental Fluid Mechanics
1989feps.meet	C	The Formation and Evolution of Planetary Systems
1989flme....1	C	10th Australasian Fluid Mechanics Conference, Volume 1
1989flme....2	C	10th Australasian Fluid Mechanics Conference, Volume 2
1989flvi.proc	C	Flow Visualization - 1989
1989fmet.symp	C	Flight Mechanics/Estimation Theory Symposium, 1989
1989fnes.rept	C	Forschungsbereich Nachrichtentechnik und Erkundung: Scientific report - Status
1989fnr..book	C	Frontiers in Numerical Relativity
1989foap.conf	C	Frontier Objects in Astrophysics and Particle Physics
1989fptp.conf	C	From Particles to Plasmas
1989fsm..conf	C	Frequency Standards and Metrology
1989fsmo.conf	C	Flammability and Sensitivity of Materials in Oxygen-Enriched Atmospheres
1989fsrd.work	C	Report of the Florida Space Research and Development Workshop
1989fstt.book	C	FGK stars and T Tauri stars
1989ftf..proc	C	Forum on Turbulent Flows - 1989
1989ftsa.conf	C	Flux Tubes in the Solar Atmosphere
1989gadv.book	C	Gerard and Antoinette de Vaucouleurs: A life for Astronomy
1989gfpg.conf	C	Gravitational Force Perpendicular to the Galactic Plane
1989ggte.conf	C	Gravitation, Gauge Theories and the Early Universe
1989gihl.book	C	Geophysical Investigations at High Latitudes
1989glhb.conf	C	Gravitational Lenses in Honor of Bernard F. Burke's 60th Birthday
1989gmca.conf	C	Gravitational Magneto-Convection and Accretion
1989gnc..conf	C	AIAA Guidance, Navigation and Control Conference
1989gpe..conf	C	Geodesy and Physics of the Earth
1989grg..conf	C	General Relativity and Gravitation
1989grgp.proc	C	General Relativity and Gravitational Physics
1989gros.work	C	Gamma Ray Observatory Science Workshop
1989gsap.rept	C	Global Scale Atmospheric Processes Research Program Review
1989gtc..conf	C	GLOBECOM '89 - IEEE Global Telecommunications Conference and Exhibition
1989guco.conf	C	Guidance and Control Conference
1989guco.proc	C	Guidance and Control 1989
1989gwda.conf	C	NATO ASIC Proc. 253: Gravitational Wave Data Analysis
1989hep..conf	C	High Energy Physics
1989hfur.book	C	Wegweiser f&uuml;r die praktische astronomische
1989hipn.conf	C	Heavy Ion Physics and Nuclear Astrophysical Problems
1989hmps....1	C	The Hipparcos Mission. Prelaunch Status. Volume 1: The Satellite
1989hmps....2	C	The Hipparcos Mission. Prelaunch Status. Volume 2: The Input Catalog
1989hmps....3	C	The Hipparcos Mission. Prelaunch Status. Volume 3: The Data Reductions
1989hoph.conf	C	Horizons of Physics
1989hpn..conf	C	High Precision Navigation
1989hra..conf	C	History of Rocketry and Astronautics
1989hrft.conf	C	High Resolution Fourier Transform Spectroscopy
1989hsrs.conf	C	High spatial resolution solar observations
1989htgt.proc	C	Heat Transfer in Gas Turbine Engines
1989hyat.conf	C	The Hydrogen Atom
1989hyso....1	C	Hypersonics. Volume 1 - Defining the Hypersonic Environment
1989iamv.conf	C	Intersociety Advanced Marine Vehicles Conference and Exhibit
1989IAUS..131	C	Planetary Nebulae
1989IAUS..134	C	Active Galactic Nuclei
1989IAUS..135	C	Interstellar Dust
1989IAUS..136	C	The Center of the Galaxy
1989icap.conf	C	International Conference on Antennas and Propagation (ICAP 89)
1989icds.proc	C	ICDSC-8; Proceedings of the 8th International Conference on Digital Satellite Communications
1989icia.cong	C	ICIASF '89 - 13th International Congress on Instrumentation in Aerospace Simulation Facilities
1989idcp.rept	C	Interstellar Dust: Contributed Papers
1989iece.conf	C	IECEC-89; Proceedings of the Twenty-fourth Intersociety Energy Conversion Engineering Conference
1989ieee.proc	C	AUTOTESTCON '89 - IEEE International Automatic Testing Conference
1989imse.book	C	Instrumentation and Methods for Space Exploration
1989inna.meet	C	Institute of Navigation Satellite Division, 2nd International Technical Meeting
1989ion..meet	C	ION, Satellite Division's International Technical Meeting
1989isa..conf	C	ITC/USA/'89; Proceedings of the International Telemetering Conference
1989isa..proc	C	35th International Instrumentation Symposium
1989isas.symp	C	Institute of Space and Astronautical Science and Japan Association for Heat Pipes, Symposium on Mechanics for Space Flight
1989isc..conf	C	Infrared Systems and Components
1989isvg.conf	C	Ionospheric Structure and Variability on a Global Scale and Interactions with Atmosphere and Magnetosphere
1989jpmc.conf	C	AIAA, ASME, SAE, and ASEE, 25th Joint Propulsion Conference
1989jrrg.conf	C	Journ&eacute;es Relativistes: Relativit&eacute; G&eacute;n&eacute;rale, Astrophysique et Physique Math&eacute;matique
1989jrsb.conf	C	100 Jahre Dr. Remeis-Sternwarte Bamberg
1989jsrs.meet	C	Journ&eacute;es 1989: Syst&egrave;mes de r&eacute;f&eacute;rence spatio-temporels
1989lase.conf	C	Lasers '88; Proceedings of the International Conference
1989lbag.rept	C	Lunar Base Agriculture: Soils for Plant Growth
1989lfsv.conf	C	Lunar Far-Side Very Low Frequency Array
1989lisa.conf	C	IAU Colloq. 110: Library and Information Services in Astronomy
1989llsa.work	C	Laser Light Scattering Advanced Technology Development Workshop, 1988
1989lmsf.conf	C	Low Mass Star Formation and Pre-main Sequence Objects
1989LNP...318	R	An Introduction to the Numerical Analysis of Spectral Methods
1989LNP...321	R	Quantum Probability &mdash; Quantum Logic
1989LNP...323	R	Numerical Methods in Fluid Dynamics
1989LNP...324	R	Applications of Self-Adjoint Extensions in Quantum Physics
1989LNP...325	R	Resonances The Unifying Route Towards the Formulation of Dynamical Processes Foundations and Applications in Nuclear, Atomic and Molecular Physics
1989LNP...326	R	Feldtheoretische Beschreibung der Thermodynamik f&uuml;r Grenzfl&auml;chen
1989LNP...327	R	Hot Spots in Extragalactic Radio Sources
1989LNP...328	R	IAU Colloq. 114: White Dwarfs
1989LNP...329	R	Knowledge Based Systems in Astronomy
1989LNP...330	R	Gravitational Lenses
1989LNP...331	R	The Physics and Chemistry of Interstellar Molecular Clouds - mm and Sub-mm Observations in Astrophysics
1989LNP...332	R	Morphological Cosmology
1989LNP...333	R	Evolution of Galaxies: Astronomical Observations
1989LNP...334	R	BL Lac Objects
1989LNP...335	R	Time-Harmonic Electromagnetic Fields in Chiral Media
1989LNP...336	R	Consistent Classical Supergravity Theories
1989LNP...337	R	Magnetic Phenomena: The Warren E. Henry Symposium on Magnetism
1989LNP...338	R	Directed Models of Polymers, Interfaces, and Clusters
1989LNP...339	R	Fundamentals of Laser Interactions II
1989LNP...340	R	The Aharonov-Bohm Effect
1989LNP...341	R	Infrared Extinction and Standardization
1989LNP...342	R	Integrable Systems and Applications
1989LNP...343	R	Frontiers of Particle Beams; Observation, Diagnosis and Correction
1989LNP...344	R	PDEs and Continuum Models of Phase Transitions
1989LNP...345	R	Schr&ouml;dinger Operators
1989LNP...347	R	New Methods and Results in Non-linear Field Equations
1989LNP...348	R	Dirac Kets, Gamow Vectors and Gel'fand Triplets: The Rigged Hilbert Space Formulation of Quantum Mechanics
1989LNP...349	R	Dimensional Reduction of Gauge Theories, Spontaneous Compactification and Model Building
1989LNP...350	R	IAU Colloq. 120: Structure and Dynamics of the Interstellar Medium
1989LNP...351	R	Numerical Combustion
1989LNP...352	R	Lie Methods in Optics II
1989lnss.rept	C	Location and Navigation Satellite Systems
1989lsp..conf	C	Laboratory and Space Plasmas
1989lss2.book	C	Laser Spectroscopy of Solids II
1989lss5.book	C	Light Scattering in Solids V: Superlattices and Other Microstructures
1989mala.iafc	C	Malaga International Astronautical Federation Congress
1989maph...27	C	Middle Atmosphere Program. Handbook for MAP, volume 27
1989maph...28	C	Middle Atmosphere Program. Handbook for MAP, volume 28
1989maph...29	C	Middle Atmosphere Program. Handbook for MAP, volume 29
1989maph...30	C	Middle Atmosphere Program. Handbook for MAP. Volume 30
1989maph...31	C	Middle Atmosphere Program. Handbook for MAP. Volume 31
1989mavd.proc	C	Mathematical Aspects of Vortex Dynamics
1989meco....2	C	Metallurgical Coatings 1989; Proceedings of the 16th International Conference
1989mers.book	C	Methods and Equipment for the Remote Sensing of Natural Earth Resources and Environment
1989mhli.conf	C	The Magnetosphere, the High-Latitude Ionosphere, and their Interactions
1989milc.conf	C	MILCOM '89 - IEEE Military Communications Conference
1989mntf.rept	C	Mechanics of Nonuniform and Turbulent Flows
1989msct.rept	C	Meteorological Satellite Center Technical Note. Special Issue (1989). Summary of GMS System. 1: Telecommunication System
1989mse..proc	C	Modeling the Stellar Environment: How and Why?
1989mssa.work	C	Mobile Satellite System Architectures and Multiple Access Techniques
1989mtak.conf	C	Moon in Transition: Apollo 14, KREEP, and Evolved Lunar Rocks
1989musi.work	C	MUSICOS Workshop
1989mwdm.work	C	Dust on Mars III
1989naec.conf	C	NAECON 89; Proceedings of the IEEE National Aerospace and Electronics Conference
1989nand.conf	C	NATO ASIB Proc. 209: New Aspects of Nuclear Dynamics
1989nara.conf	C	4th IEEE National Radar Conference
1989nce..conf	C	Inter-Noise 89 - Engineering for Environmental Noise Control
1989ndao.conf	C	New Developments and Applications in Optical Radiometry
1989ndes.conf	C	Numerical Determination of the Electronic Structure of Atoms, Diatomic and Polyatomic Molecules
1989nesa.conf	C	NATO ASIB Proc. 216A: The Nuclear Equation of State.  Part A: Discovery of Nuclear Shock Waves and the EOS
1989nesb.conf	C	NATO ASIB Proc. 216B: The Nuclear Equation of State.  Part B: QCD and the Formation of the Quark-Gluon Plasma
1989newp.conf	C	The New Physics
1989nme.....1	C	5th International Symposium on Numerical Methods in Engineering, Volume 1
1989nme.....2	C	5th International Symposium on Numerical Methods in Engineering, Volume 2
1989nmhi.conf	C	NATO ASIB Proc. 205: Nuclear Matter and Heavy Ion Collisions
1989nmlt.conf	C	Numerical Methods in Laminar and Turbulent Flow
1989npa..conf	C	Neutrino Physics and Astrophysics
1989npvp.conf	C	Nonlinear Phenomena in Vlasov Plasmas
1989nrhi.conf	C	New Results in Hadronic Interactions
1989nta..conf	C	New Technologies for Astronomy
1989nuas.conf	C	Nuclear Astrophysics
1989nuas.proc	C	Nuclear Astrophysics
1989nuph.conf	C	Nuclear Physics
1989oca..conf	C	LIA Colloq. 28: Our Changing Atmosphere
1989odgg.conf	C	Ozone Deplection, Greenhouse Gases, and Climate Change
1989odma.conf	C	Optical Design Methods, Applications, and Large Optics
1989odna.conf	C	Orbital Dynamics of Natural and Artificial Objects
1989odus.proc	C	Orbital Debris from Upper-Stage Breakup
1989oeps.book	C	Origin and Evolution of Planetary and Satellite Atmospheres
1989oeps.proc	C	Origin and Evolution of Planetary and Satellite Systems
1989ofss.conf	C	Optical Fiber Sensors: Systems and Applications. Volume 2
1989ommd.proc	C	Orbital Mechanics and Mission Design
1989open.conf	C	Optical Engineering
1989opss.conf	C	Outstanding Problems in Solar System Plasma Physics: Theory and Instrumentation
1989ordy.conf	C	Orbital Dynamics
1989osep.conf	C	Optical Sensors and Electronic Photography
1989ozat.conf	C	Ozone in the Atmosphere
1989pac..conf	C	1989 IEEE Particle Accelerator Conference
1989pafe.conf	C	Particle Astrophysics: Forefront Experimental Issues
1989parr.conf	C	Planetary Astronomy from the Renaissance to the Rise of Astrophysics. Part A: Tycho Brahe to Newton
1989pdeg.rept	C	Progress in the Determination of the Earth's Gravity Field
1989per..conf	C	PIERS: Progress in Electromagnetics Research Symposium
1989pes..conf	C	PESC '89 - Annual IEEE Power Electronics Specialists Conference
1989plap.work	C	Plasma Astrophysics
1989plge.conf	C	Planetary Geosciences -- 1988
1989pmta.book	C	Photorefractive Materials and Their Applications II: Survey of Applications
1989ppac.conf	C	Particle Physics and Astrophysics - Current Viewpoints
1989ppas.book	C	Particle Physics and Astrophysics - Current viewpoints
1989ppc..book	C	Particle physics in the cosmos : readings from Scientific American magazine
1989ppds.conf	C	Problems of Physics and Dynamics of Stellar Systems
1989prex.proc	C	13th NASA Propagation Experimenters Meeting
1989psg..conf	C	Physics of Stars and Galaxies
1989pss..conf	C	Particles, Strings and Supernovae, Volumes I and II
1989ptpa.book	C	Problems in Theoretical Physics and Astrophysics
1989puar.book	C	Physics of the Upper Atmosphere - Rocket Sounding
1989pulk.conf	C	150 let Pulkovskoj Observatorii
1989puls.book	C	Pulsars
1989pwic.conf	C	Plasma Waves and Instabilities at Comets and in Magnetospheres
1989qpps.conf	C	QSO Physical Properties and Spectra
1989qrse.conf	C	Quantitative Remote Sensing: An Economic Tool for the Nineties, Volume 1
1989qtg..book	C	Quantum Theory and Gravitation
1989quop.conf	C	Quantum Optics: V
1989racf.proc	C	Recent Advances in Computational Fluid Dynamics
1989rada....1	C	Radar 89, Volume 1
1989rada....2	C	Radar 89, Volume 2
1989rcl..book	C	Research on Chemical Lasers
1989rdmc.conf	C	Recent Developments of Magellanic Cloud Research
1989rdts.nasa	C	Research and Development: Technical and Scientific Publications 1989
1989resp.conf	C	Reconnection in Space Plasma
1989rfag.conf	C	Reference Frames in Astronomy and Geophysics
1989rges.rept	C	Relativistic Gravitational Experiments in Space
1989riwa.work	C	Tectonic Features on Mars
1989rsat.rept	C	Remote Sensing of the Atmosphere from the Salyut-7/Cosmos 1686/Soyuz-T 14 Orbital Complex
1989rsp..conf	C	Reconnection in Space Plasma
1989saca.proc	C	7th NAL Symposium on Aircraft Computational Aerodynamics
1989sad..conf	C	Strasbourg Astronomical Day
1989sae..meet	C	SAE, General Aviation Aircraft Meeting and Exposition
1989saea.conf	C	SAE, Aerospace Technology Conference and Exposition
1989saei.conf	C	SAE, 19th Intersociety Conference on Environmental Systems
1989saie.book	C	The Spectra of Atoms and Ions and Elementary Processes in Plasmas
1989sampesymp	C	34th International SAMPE Symposium and Exhibition
1989sana.proc	C	NAV 89 - Satellite Navigation
1989sasf.conf	C	Solar and Stellar Flares. Poster Papers
1989saso.rept	C	Scientific Assessment of Stratospheric Ozone: 1989.  Volume II: Appendix
1989sbsp.work	C	Second Beamed Space-Power Workshop
1989sccp.book	C	Space Chemistry and Comparative Planetology
1989sdc..work	C	Scientific Data Compression Workshop
1989seem.work	C	Space Environmental Effects on Materials Workshop
1989segi.conf	C	Strategies for Exploration - General Interest and Overview
1989sem..conf	C	1989 SEM Spring Conference on Experimental Mechanics
1989sert.conf	C	Space Electrochemical Research and Technology Conference
1989shfl.conf	C	AIAA, 2nd Shear Flow Conference
1989siam.conf	C	4th Copper Mountain Conference on Multigrid Methods
1989sidr.nasa	C	Structural Integrity and Durability of Reusable Space Propulsion Systems
1989smsa.proc	C	3rd Utah State University Conference on Small Satellites
1989smsv.conf	C	NATO ASIB Proc. 186: Simple Molecular Systems at Very High Density
1989snco.proc	C	Space - A New Community of Opportunity
1989sntm.work	C	Second Noncontact Temperature Measurement Workshop
1989sote...36	C	Solar-Terrestrial Events in February-March 1986
1989spco.proc	C	26th Space Congress
1989SPIE..965	C	Current developments in optical engineering III
1989SPIE..966	C	Advances in fabrication and metrology for optics and large optics
1989SPIE..967	C	Stray light and contamination in optical systems
1989SPIE..973	C	Cryogenic optical systems and instruments III
1989SPIE..975	C	Advanced algorithms and architectures for signal processing III
1989SPIE..981	C	High speed photography, videography, and photonics VI
1989SPIE..985	C	Fiber optic and laser sensors VI
1989SPIE..987	C	High bandwidth analog applications of photonics II
1989SPIE..988	C	Components for fiber optic applications III and coherent lightwave communications
1989SPIE..989	C	Fiber optic systems for mobile platforms II
1989SPIE..992	C	Fiber optics reliability: Benign and adverse environments II
1989SPIE..995	C	High frequency analog communications
1989SPIE..999	C	Laser radar III
1989SPIE.1000	C	Laser wavefront control
1989SPIE.1009	C	Surface Measurement and Characterization
1989SPIE.1010	C	Industrial Inspection
1989SPIE.1011	C	Fiber Optic Sensors III
1989SPIE.1012	C	In-Process Optical Measurements
1989SPIE.1013	C	Optical Design Methods, Applications and Large Optics
1989SPIE.1014	C	Micro-Optics
1989SPIE.1015	C	Micromachining Optical Components and Precision Engineering
1989SPIE.1016	C	Optical Materials Technology for Energy Efficiency and Solar Energy Conversion VII
1989SPIE.1017	C	Nonlinear Optical Materials
1989SPIE.1018	C	Electro-Optic and Magneto-Optic Materials
1989SPIE.1019	C	Thin Film Technologies III
1989SPIE.1020	C	High Power CO2 Laser Systems and Applications
1989SPIE.1021	C	High Power Solid State Lasers
1989SPIE.1022	C	Laser Assisted Processing
1989SPIE.1023	C	Excimer Lasers and Applications
1989SPIE.1024	C	Beam Diagnostics and Beam Handling Systems
1989SPIE.1025	C	Semiconductor Lasers
1989SPIE.1026	C	Holography Techniques and Applications
1989SPIE.1027	C	Image Processing II
1989SPIE.1028	C	Scanning Imaging
1989SPIE.1029	C	Scattering and Diffraction
1989SPIE.1030	C	Biostereometrics '88
1989SPIE.1031	C	International Symposium on Gas Flow and Chemical Lasers, 7th
1989SPIE.1032	C	18th Intl Congress on High Speed Photography and Photonics
1989SPIE.1033	C	Trends in Quantum Electronics
1989SPIE.1036	C	Precision Instrument Design
1989SPIE.1037	C	Monitoring and Control of Plasma-Enhanced Processing of Semiconductors
1989SPIE.1038	C	Meeting on Optical Engineering, 6th
1989SPIE.1040	C	High Power and Solid State Lasers II
1989SPIE.1041	C	Metal Vapor Laser Technology and Applications
1989SPIE.1042	C	CO2 Lasers and Applications
1989SPIE.1043	C	Laser Diode Technology and Applications
1989SPIE.1044	C	Optomechanical Design of Laser Transmitters and Receivers
1989SPIE.1045	C	Modeling and Simulation of Laser Systems
1989SPIE.1046	C	Pulse Power for Lasers II
1989SPIE.1047	C	Mirrors and Windows for High Power/High Energy Laser Systems
1989SPIE.1048	C	Infrared Fiber Optics
1989SPIE.1049	C	Recent trends in optical systems design II
1989SPIE.1050	C	Infrared Systems and Components III
1989SPIE.1051	C	Practical Holography III
1989SPIE.1052	C	Holographic Optics: Optically and Computer Generated
1989SPIE.1053	C	Optical Pattern Recognition
1989SPIE.1054	C	Fluorescence Detection III
1989SPIE.1055	C	Raman Scattering, Luminescence and Spectroscopic Instrumentation in Technology
1989SPIE.1056	C	Photochemistry in Thin Films
1989SPIE.1057	C	Biomolecular Spectroscopy
1989SPIE.1058	C	High Speed Computing II
1989SPIE.1059	C	Space Sensing, Communications, and Networking
1989SPIE.1060	C	Nonlinear Optical Beam Manipulation and High Energy Beam Propagation Through the Atmosphere
1989SPIE.1061	C	Microwave and Particle Beam Sources and Directed Energy Concepts
1989SPIE.1062	C	Laser Applications in Meteorology and Earth and Atmospheric Remote Sensing
1989SPIE.1063	C	New Technologies in Cytometry
1989SPIE.1064	C	Thermal and Optical Interactions with Biological and Related Composite Materials
1989SPIE.1065	C	Photodynamic Therapy: Mechanisms
1989SPIE.1066	C	Laser Surgery: Advanced Characterization, Therapeutics, and Systems
1989SPIE.1067	C	Optical Fibers in Medicine IV
1989SPIE.1068	C	Catheter-Based Sensing and Imaging Technology
1989SPIE.1070	C	Reconnaissance, Astronomy, Remote Sensing and Photogrammetry
1989SPIE.1071	C	Optical Sensors and Electronic Photography
1989SPIE.1072	C	Image Intensification
1989SPIE.1073	C	Electronic Imaging Applications in Graphic Arts
1989SPIE.1074	C	Imaging Workstations
1989SPIE.1075	C	Digital Image Processing Applications
1989SPIE.1076	C	Image Understanding and the Man-Machine Interface II
1989SPIE.1077	C	Human Vision, Visual Processing, and Digital Display
1989SPIE.1078	C	Optical Data Storage Topical Meeting
1989SPIE.1079	C	Hard Copy Output
1989SPIE.1080	C	Liquid Crystal Chemistry, Physics, and Applications
1989SPIE.1081	C	Projection display technology, systems, and applications
1989SPIE.1082	C	Applications of Electronic Imaging
1989SPIE.1083	C	Three-dimensional visualization and display technologies
1989SPIE.1084	C	Stress and Vibration: Recent Developments in Industrial Measurement and Analysis
1989SPIE.1086	C	Advances in Resist Technology and Processing VI
1989SPIE.1087	C	Integrated Circuit Metrology, Inspection, and Process Control III
1989SPIE.1088	C	Optical/Laser Microlithography II
1989SPIE.1089	C	Electron-Beam, X-Ray, and Ion-Beam Technology: Submicrometer Lithographies VIII
1989SPIE.1090	C	Medical Imaging III: Image Formation
1989SPIE.1091	C	Medical Imaging III: Image Capture and Display
1989SPIE.1092	C	Medical Imaging III: Image Processing
1989SPIE.1093	C	Medical Imaging III: PACS System Design and Evaluation
1989SPIE.1094	C	International Conference on Thermal Infrared Sensing for Diagnostics and Control - Thermosense XI
1989SPIE.1095	C	Applications of Artificial Intelligence VII
1989SPIE.1096	C	Signal and Data Processing of Small Targets 1989
1989SPIE.1097	C	Materials, Devices, Techniques, and Applications for Z-Plane Focal Plane Array
1989SPIE.1098	C	Aerospace Pattern Recognition
1989SPIE.1099	C	Advances in Image Compression and Automatic Target Recognition
1989SPIE.1100	C	Sensor Fusion II
1989SPIE.1101	C	Millimeter Wave and Synthetic Aperture Radar
1989SPIE.1102	C	Optical Technology for Microwave Applications IV
1989SPIE.1103	C	Laser radar IV
1989SPIE.1104	C	Growth, Characterization, and Applications of Laser Host and Nonlinear Crystals
1989SPIE.1105	C	Materials for Optical Switches, Isolators, and Limiters
1989SPIE.1106	C	Future Infrared Detector Materials
1989SPIE.1107	C	Infrared Detectors, Focal Plane Arrays, and Imaging Sensors
1989SPIE.1108	C	Test and Evaluation of Infrared Detectors and Arrays
1989SPIE.1109	C	Optical Radiation Measurements II
1989SPIE.1110	C	Imaging infrared: Scene simulation, modeling, and real image tracking
1989SPIE.1111	C	Acquisition, Tracking, and Pointing III
1989SPIE.1112	C	Window and Dome Technologies and Materials
1989SPIE.1113	C	Reflective Optics II
1989SPIE.1114	C	Active telescope systems
1989SPIE.1115	C	Propagation Engineering
1989SPIE.1116	C	Helmet-Mounted Displays
1989SPIE.1117	C	Display System Optics II
1989SPIE.1118	C	Space Optical Materials and Space Qualification of Optics
1989SPIE.1120	C	Fibre Optics '89
1989SPIE.1126	C	Electro-Optic and Magneto-Optic Materials and Applications
1989SPIE.1127	C	Nonlinear Optical Materials II
1989SPIE.1128	C	Glasses for Optoelectronics
1989SPIE.1129	C	Advanced Optical Instrumentation for Remote Sensing of the Earth's Surface from Space
1989SPIE.1130	C	New Technologies for Astronomy
1989SPIE.1131	C	Optical Space Communication
1989SPIE.1132	C	High Power Lasers and Laser Machining Technology
1989SPIE.1133	C	Free Electron Lasers II
1989SPIE.1134	C	Optical Pattern Recognition II
1989SPIE.1135	C	Image Processing III
1989SPIE.1136	C	Holographic Optics II: Principles and Applications
1989SPIE.1137	C	Science and Engineering of Medical Imaging
1989SPIE.1139	C	Optical Storage and Scanning Technology
1989SPIE.1140	C	X-Ray Instrumentation in Medicine and Biology, Plasma Physics, Astrophysics, and Synchrotron Radiation
1989SPIE.1141	C	5th European Conf on Integrated Optics: ECIO '89
1989SPIE.1145	C	International Conference on Fourier Transform Spectroscopy, 7th
1989SPIE.1149	C	Optical Materials Technology for Energy Efficiency and Solar Energy Conversion VIII
1989SPIE.1152	C	Advanced Algorithms and Architectures for Signal Processing IV
1989SPIE.1153	C	Applications of digital image processing XII
1989SPIE.1154	C	Real-Time Signal Processing XII
1989SPIE.1157	C	Infrared technology XV
1989SPIE.1158	C	Ultraviolet Technology III
1989SPIE.1159	C	EUV, X-Ray, and Gamma-Ray Instrumentation for Astronomy and Atomic Physics
1989SPIE.1160	C	X-Ray/EUV Optics for Astronomy and Microscopy
1989SPIE.1161	C	New Methods in Microscopy and Low Light Imaging
1989SPIE.1163	C	Fringe Pattern Analysis
1989SPIE.1164	C	Surface Characterization and Testing II
1989SPIE.1165	C	Scatter from optical components
1989SPIE.1167	C	Precision Engineering and Optomechanics
1989SPIE.1168	C	Current Developments in Optical Engineering and Commercial Optics
1989SPIE.1199	C	Visual Communications and Image Processing IV
